Reactant1;Reactant2;Product;Yield;M;L;T;S;A;id
COC1=C(OCCBr)C=C(I)C=C1OCCBr;N#C[Zn]C#N;COC1=C2OCCC2=C(C#N)C2=C1OCC2;0.74;[3];[35];[59];[69];[85, 82];122
COC1=C(I)C=C(OCCBr)C=C1;N#C[Zn]C#N;COC1=CC=C2OCCC2=C1C#N;0.83;[3];[35];[59];[69];[85, 82];123
BrCCCOC1=CC(OCCCBr)=CC(I)=C1;N#C[Zn]C#N;N#CC1=C2CCCOC2=CC2=C1CCCO2;0.75;[3];[35];[59];[69];[85, 82];124
BrCCCOC1=CC(OCCBr)=CC(I)=C1;N#C[Zn]C#N;N#CC1=C2CCCOC2=CC2=C1CCO2;0.56;[3];[35];[59];[69];[85, 82];125
BrCCOC1=CC(OCCBr)=CC(I)=C1;N#C[Zn]C#N;N#CC1=C2CCOC2=CC2=C1CCO2;0.88;[3];[35];[59];[69];[85, 82];126
BrCCOC1=CC(I)=C(C=C1)N(=O)=O;N#C[Zn]C#N;O=N(=O)C1=CC=C2OCCC2=C1C#N;0.73;[3];[35];[59];[69];[85, 82];127
CC1=CC=C(C=C1)S(=O)(=O)N(CCBr)C1=CC(Br)=C(C)C=C1;N#C[Zn]C#N;CC1=CC=C(C=C1)S(=O)(=O)N1CCC2=C(C#N)C(C)=CC=C12;0.57;[3];[35];[59];[69];[85, 82];128
CC1=CC=C(C=C1)S(=O)(=O)N(CCBr)C1=CC(I)=C(C)C=C1;N#C[Zn]C#N;CC1=CC=C(C=C1)S(=O)(=O)N1CCC2=C(C#N)C(C)=CC=C12;0.79;[3];[35];[59];[69];[85, 82];129
CC1=CC=C(C=C1)S(=O)(=O)N(CCCBr)C1=CC(Br)=C(C)C=C1;N#C[Zn]C#N;CC1=CC=C(C=C1)S(=O)(=O)N1CCCC2=C(C#N)C(C)=CC=C12;0.55;[3];[35];[59];[69];[85, 82];130
CC1=CC=C(C=C1)S(=O)(=O)N(CCCBr)C1=CC(I)=C(C)C=C1;N#C[Zn]C#N;CC1=CC=C(C=C1)S(=O)(=O)N1CCCC2=C(C#N)C(C)=CC=C12;0.78;[3];[35];[59];[69];[85, 82];131
CC1=CC=C(C=C1)S(=O)(=O)N(CCCCBr)C1=CC(Br)=C(C)C=C1;N#C[Zn]C#N;CC1=CC=C(C=C1)S(=O)(=O)N1CCCCC2=C(C#N)C(C)=CC=C12;0.47;[3];[35];[59];[69];[85, 82];132
CC1=CC=C(C=C1)S(=O)(=O)N(CCCCBr)C1=CC(I)=C(C)C=C1;N#C[Zn]C#N;CC1=CC=C(C=C1)S(=O)(=O)N1CCCCC2=C(C#N)C(C)=CC=C12;0.67;[3];[35];[59];[69];[85, 82];133
CC1=C(I)C=C(OCCCBr)C=C1;N#C[Zn]C#N;CC1=CC=C2OCCCC2=C1C#N;0.78;[3];[35];[59];[69];[85, 82];135
CC1=C(I)C=C(OCCCCBr)C=C1;N#C[Zn]C#N;CC1=CC=C2OCCCCC2=C1C#N;0.62;[3];[35];[59];[69];[85, 82];136
COC1=C(OCCBr)C=C(I)C=C1OCCBr;N#C[Zn]C#N;COC1=C2OCCC2=C(C#N)C2=C1OCC2;0.74;[3];[35];[59];[69];[85, 82];137
COC1=C(I)C=C(OCCBr)C=C1;N#C[Zn]C#N;COC1=CC=C2OCCC2=C1C#N;0.83;[3];[35];[59];[69];[85, 82];138
BrCCCOC1=CC(OCCCBr)=CC(I)=C1;N#C[Zn]C#N;N#CC1=C2CCCOC2=CC2=C1CCCO2;0.75;[3];[35];[59];[69];[85, 82];139
BrCCCOC1=CC(OCCBr)=CC(I)=C1;N#C[Zn]C#N;N#CC1=C2CCCOC2=CC2=C1CCO2;0.56;[3];[35];[59];[69];[85, 82];140
BrCCOC1=CC(OCCBr)=CC(I)=C1;N#C[Zn]C#N;N#CC1=C2CCOC2=CC2=C1CCO2;0.88;[3];[35];[59];[69];[85, 82];141
BrCCOC1=CC(I)=C(C=C1)N(=O)=O;N#C[Zn]C#N;O=N(=O)C1=CC=C2OCCC2=C1C#N;0.73;[3];[35];[59];[69];[85, 82];142
CSC1=NN2C(Br)=CN=C2C(SC)=N1;N#C[Zn]C#N;CSC1=NN2C(=CN=C2C(SC)=N1)C#N;0.215;[1, 1];[32];[59];[];[71];143
CC(=O)NC1=NC(CC2=CC=C(Br)C=C2)=CS1;N#C[Zn]C#N;CC(=O)NC1=NC(CC2=CC=C(C=C2)C#N)=CS1;0.44;[1, 1];[32];[59];[];[71];144
NC1=NC(CC2=CC=C(Br)C=C2)=CS1;N#C[Zn]C#N;NC1=NC(CC2=CC=C(C=C2)C#N)=CS1;0.54;[1, 1];[32];[59];[];[71];145
CC1=CC(C)(C)NC2=C(C)C=CC(Cl)=C12;N#C[Zn]C#N;CC1=CC(C)(C)NC2=C(C)C=CC(C#N)=C12;0.42;[1];[32];[59];[65];[71];146
COC1=CC(Br)=CN=C1N1CCOCC1;N#C[Zn]C#N;COC1=CC(=CN=C1N1CCOCC1)C#N;0.96;[1];[32];[59];[65];[71];147
N#C[Zn]C#N;CC1=CC2=C(N3CN(C2)C2=C(Br)C=C(C)C=C2C3)C(Br)=C1;CC1=CC2=C(N3CN(C2)C2=C(C3)C=C(C)C=C2C#N)C(=C1)C#N;0.62;[1];[32];[59];[65];[71];148
COC1=CC=C(Cl)C=C1;N#C[Zn]C#N;COC1=CC=C(C=C1)C#N;0.88;[1];[32];[59];[65];[71];149
N#C[Zn]C#N;FC(F)(F)C1=NN(C(=C1)C1=CC=CO1)C1=CC(Cl)=CC=C1;FC(F)(F)C1=NN(C(=C1)C1=CC=CO1)C1=CC(=CC=C1)C#N;0.91;[1];[32];[59];[65];[71];150
FC1=C(Cl)C=CC=C1;N#C[Zn]C#N;FC1=CC=CC=C1C#N;0.85;[1];[32];[59];[65];[71];151
N#C[Zn]C#N;ClC1=CC=CC2=C1C=CC=C2;N#CC1=CC=CC2=CC=CC=C12;0.96;[1];[32];[59];[65];[71];152
COC1=CC2=NC=NC3=C2C=C1OCCCCCCOC1=C(N3)C=C(Br)C=C1;N#C[Zn]C#N;COC1=CC2=NC=NC3=C2C=C1OCCCCCCOC1=C(N3)C=C(C=C1)C#N;0.81;[1];[32];[59];[62];[71];153
CC1=CC=C(C=C1)C1=NC=C(Cl)C=C1C1=CC=CC=C1;N#C[Zn]C#N;CC1=CC=C(C=C1)C1=NC=C(C=C1C1=CC=CC=C1)C#N;0.89;[1];[32];[59];[65];[71];154
CC1=CC(Cl)=CC2=C3N(CCC4=C3C(F)=CC=C4)N=C12;N#C[Zn]C#N;CC1=CC(=CC2=C3N(CCC4=C3C(F)=CC=C4)N=C12)C#N;0.91;[1];[32];[59];[65];[71];155
BrC1=CC(=CC(Br)=C1)C1(CCC1)C#N;C[Zn]Cl;CC1=CC(Br)=CC(=C1)C1(CCC1)C#N;0.69;[7];[];[59];[60];[72];156
COC1=CC=C(CNC2=CC(=C(Cl)N=C2)C(F)(F)F)C=C1;N#C[Zn]C#N;COC1=CC=C(CNC2=CC(=C(N=C2)C#N)C(F)(F)F)C=C1;0.93;[1];[32];[59];[61];[];157
CCOC(=O)C1=C(NC2=CC=C(C=C2F)[Si](C)(C)C)C2=C(O1)C(Cl)=CN=C2;N#C[Zn]C#N;CCOC(=O)C1=C(NC2=CC=C(C=C2F)[Si](C)(C)C)C2=C(O1)C(=CN=C2)C#N;0.74;[1];[33];[59];[61];[];158
CC1=NC([Zn]Br)=CC=C1;ClC1=NC=CC=C1C1=CC=NC2=CC=CC=C12;CC1=CC=CC(=N1)C1=NC=CC=C1C1=CCNC2=CC=CC=C12;0.31;[1];[34];[59];[60];[];159
C[C@H]1CN(C(=O)C2=C(I)C=NN12)C1=CC=C(C=C1)C(F)(F)F;[Zn]C#N;C[C@H]1CN(C(=O)C2=C(C=NN12)C#N)C1=CC=C(C=C1)C(F)(F)F;0.99;[5];[];[59];[61];[];160
ClC1=CC(NC(=O)C2(CC2)C2=CC3=C(OCO3)C=C2)=CC=N1;Br[Zn]CC1=CC=CC=C1;O=C(NC1=CC=NC(CC2=CC=CC=C2)=C1)C1(CC1)C1=CC2=C(OCO2)C=C1;0.48;[5];[];[59];[60];[];162
ClC1=CN=CC(NC(=O)C2(CC2)C2=CC=C3OCOC3=C2)=N1;Br[Zn]CC1=CC=CC=C1;O=C(NC1=NC(CC2=CC=CC=C2)=CN=C1)C1(CC1)C1=CC2=C(OCO2)C=C1;0.054;[5];[];[59];[60];[];163
FC1=CC=CC(F)=C1C(=O)NC1=CC=C(C=C1)C1=C(Br)C=CN=C1;Br[Zn]C1=NC=CS1;FC1=CC=CC(F)=C1C(=O)NC1=CC=C(C=C1)C1=C(C=CN=C1)C1=NC=CS1;0.83;[2];[];[59];[60];[];165
FC1=CC=CC(Cl)=C1OCC1=CC=CC=C1;N#C[Zn]C#N;FC1=CC=CC(C#N)=C1OCC1=CC=CC=C1;0.83;[6];[];[59];[61];[];166
CC1(C)OC2=C(C=C1)C(OS(=O)(=O)C(F)(F)F)=CC=C2;N#C[Zn]C#N;CC1(C)OC2=CC=CC(C#N)=C2C=C1;0.47;[7];[];[59];[62];[];167
FC(F)(F)OC1=CC=CC(=C1)C1=C2C=CN=CC2=C(Cl)C=C1;[Zn]C#N;FC(F)(F)OC1=CC=CC(=C1)C1=C2C=CN=CC2=C(C=C1)C#N;0.94;[5];[];[59];[61];[];168
[H][C@]12CC3=CC(=C(OS(=O)(=O)C(F)(F)F)C=C3[C@](C)(CCN1CC1CC1)[C@H]2C)N(=O)=O;N#C[Zn]C#N;[H][C@]12CC3=CC(=C(C=C3[C@](C)(CCN1CC1CC1)[C@H]2C)C#N)N(=O)=O;1.0;[0];[];[59];[61];[];169
[H][C@]12CC3=CC=C(OS(=O)(=O)C(F)(F)F)C(=C3[C@](C)(CCN1CC1CC1)[C@H]2C)N(=O)=O;N#C[Zn]C#N;[H][C@]12CC3=CC=C(C#N)C(=C3[C@](C)(CCN1CC1CC1)[C@H]2C)N(=O)=O;0.7;[0];[];[59];[61];[];170
CCNC1=NN=CC(=C1)C1=CC=CC(Br)=C1;N#C[Zn]C#N;CCNC1=NN=CC(=C1)C1=CC=CC(=C1)C#N;0.47;[0];[];[59];[61];[];171
CC(C)N(C)[C@H]1CC[C@@H](NC(=O)CC2=NC3=CC=CC(=C3N2)C(F)(F)F)[C@@H](CS(=O)(=O)C2=CC=C(Br)C=C2)C1;CCC[Zn]Br;CCCC1=CC=C(C=C1)S(=O)(=O)C[C@H]1C[C@H](CC[C@H]1NC(=O)CC1=NC2=CC=CC(=C2N1)C(F)(F)F)N(C)C(C)C;0.3;[0];[];[59];[60];[];172
[H][C@@]12CN(CCN1C(=O)C1=C2C=C(Br)C=C1C(F)(F)F)C(=O)OC(C)(C)C;N#C[Zn]C#N;[H][C@@]12CN(CCN1C(=O)C1=C(C=C(C=C21)C#N)C(F)(F)F)C(=O)OC(C)(C)C;0.81;[0];[];[59];[61];[];173
[H][C@]12CC3=C(C(=C(OS(=O)(=O)C(F)(F)F)C=C3)N(=O)=O)[C@](C)(CCN1CC1CC1)[C@H]2C;N#C[Zn]C#N;[H][C@]12CC3=C(C(=C(C=C3)C#N)N(=O)=O)[C@](C)(CCN1CC1CC1)[C@H]2C;0.7;[0];[];[59];[61];[];174
N#C[Zn]C#N;[H][C@@]12C=C[C@H](O)[C@@H]3OC4=C(OS(=O)(=O)C(F)(F)F)C=CC5=C4[C@]13CCN(C)[C@@H]2C5;[H][C@@]12C=C[C@H](O)[C@@H]3OC4=C(C=CC5=C4[C@]13CCN(C)[C@@H]2C5)C#N;0.255;[0];[];[59];[61];[];175
N#C[Zn]C#N;[H][C@@]12CCCC[C@@]11CCN(CC3CC3)[C@@H]2CC2=C1C=C(OS(=O)(=O)C(F)(F)F)C=C2;[H][C@@]12CCCC[C@@]11CCN(CC3CC3)[C@@H]2CC2=C1C=C(C=C2)C#N;0.474;[0];[];[59];[61];[];176
CC(C)(C)OC(=O)N1CCC(CC1)N1N=CN(C1=O)C1=CC=C(Br)C=C1;N#C[Zn]C#N;CC(C)(C)OC(=O)N1CCC(CC1)N1N=CN(C1=O)C1=CC=C(C=C1)C#N;0.6;[0];[];[59];[61];[];177
N#C[Zn]C#N;CC(C)(C)OC(=O)NCCC1=CC=CC(Br)=C1;CC(C)(C)OC(=O)NCCC1=CC(=CC=C1)C#N;0.643;[0];[];[59];[61];[];178
N#C[Zn]C#N;CC(C)(C)OC(=O)NCCC1=CC=C(Br)C=C1;CC(C)(C)OC(=O)NCCC1=CC=C(C=C1)C#N;0.31;[0];[];[59];[61];[];179
N#C[Zn]C#N;CC(C)(C)OC(=O)NCCC1=CC=C(Br)C=C1;CC(C)(C)OC(=O)NCCC1=CC=C(C=C1)C#N;0.889;[0];[];[59];[61];[];180
CC(C)C[C@H](NC(=O)C1=CC2=C(S1)C=CC=C2)C(=O)N[C@@H]1CCCN(CC1)S(=O)(=O)C1=C(Br)C=CS1;N#C[Zn]C#N;CC(C)C[C@H](NC(=O)C1=CC2=C(S1)C=CC=C2)C(=O)N[C@@H]1CCCN(CC1)S(=O)(=O)C1=C(C=CS1)C#N;0.53;[0];[];[59];[61];[];181
CC(C)C[C@H](NC(=O)C1=CC2=CC=CC=C2S1)C(=O)NCCCN(C)S(=O)(=O)C1=C(Br)C=CS1;N#C[Zn]C#N;CC(C)C[C@H](NC(=O)C1=CC2=CC=CC=C2S1)C(=O)NCCCN(C)S(=O)(=O)C1=C(C=CS1)C#N;0.57;[0];[];[59];[61];[];182
CCC1=C(OS(=O)(=O)C(F)(F)F)N=C(N(CCC2=CC(F)=CC=C2)C1=O)C1=C(OC)C=CC=C1;N#C[Zn]C#N;CCC1=C(N=C(N(CCC2=CC(F)=CC=C2)C1=O)C1=C(OC)C=CC=C1)C#N;0.83;[0];[];[59];[61];[];183
CCCCCCC1=CC=CC(=C1)C1=NC(I)=C(N1C)C(=O)N1CCC(CC1)N1CCCC1;N#C[Zn]C#N;CCCCCCC1=CC=CC(=C1)C1=NC(C#N)=C(N1C)C(=O)N1CCC(CC1)N1CCCC1;0.81;[0];[];[59];[61];[];184
CCOC(=O)C(CC(C)C)C1=CC(OS(=O)(=O)C(F)(F)F)=CC(=C1)C1=CC=C(C=C1)C(F)(F)F;N#C[Zn]C#N;CCOC(=O)C(CC(C)C)C1=CC(=CC(=C1)C1=CC=C(C=C1)C(F)(F)F)C#N;0.57;[0];[];[59];[61];[];186
COC(=O)C1=CC(F)=C(Cl)N=C1NC1=CC=C(C=C1F)[Si](C)(C)C;N#C[Zn]C#N;COC(=O)C1=CC(F)=C(N=C1NC1=CC=C(C=C1F)[Si](C)(C)C)C#N;0.91;[0];[];[59];[61];[];188
COC(=O)C1=NC=C(Cl)N=C1NC1=CC=C(C=C1F)[Si](C)(C)C;N#C[Zn]C#N;COC(=O)C1=NC=C(N=C1NC1=CC=C(C=C1F)[Si](C)(C)C)C#N;0.998;[0];[];[59];[61];[];189
N#C[Zn]C#N;COC1=CC=C2C=CC(OS(=O)(=O)C(F)(F)F)=CC2=C1;COC1=CC=C2C=CC(=CC2=C1)C#N;0.82;[0];[];[59];[61];[];190
FC(F)(F)C1=C(C=CC(Cl)=N1)C(=O)NCC1(CC2CC2)CCC(CC1)S(=O)(=O)CC1CC1;N#C[Zn]C#N;FC(F)(F)C1=C(C=CC(=N1)C#N)C(=O)NCC1(CC2CC2)CCC(CC1)S(=O)(=O)CC1CC1;0.57;[0];[];[59];[61];[];192
CC1=CC=C(OCC2=CC=CC=C2)C(I)=N1;CCC[Zn]Br;CCCC1=C(OCC2=CC=CC=C2)C=CC(C)=N1;0.512;[0];[];[59];[60];[];193
[H][C@@]12CCC(=O)[C@@]1(C)C[C@H](CC)[C@]1([H])C3=CC=C(OS(=O)(=O)C(F)(F)F)C(=C3CC[C@@]21[H])N(=O)=O;N#C[Zn]C#N;[H][C@@]12CCC(=O)[C@@]1(C)C[C@H](CC)[C@]1([H])C3=CC=C(C#N)C(=C3CC[C@@]21[H])N(=O)=O;0.82;[0];[];[59];[61];[];194
CC1(C)CN(CC[C@]1(O)C1=CC=C(Cl)C=C1)C(=O)[C@H]1CCCC[C@H]1NC(=O)C1=CC(=CC=C1)C(O)=O;N#C[Zn]C#N;CC1(C)CN(CC[C@]1(O)C1=CC=C(C=C1)C#N)C(=O)[C@H]1CCCC[C@H]1NC(=O)C1=CC(=CC=C1)C(O)=O;0.0949;[1];[33];[59];[68];[89];195
CC1=C(SC2=C1C=C(Br)C=C2)C1=NC(N)=NC=C1;Br[Zn]CC1=CC=CC=C1;CC1=C(SC2=C1C=C(CC1=CC=CC=C1)C=C2)C1=NC(N)=NC=C1;0.29;[2];[];[59];[60];[72];196
CC1=CN=C(OC2=CC=C(Cl)C=C2)C=C1;N#C[Zn]C#N;CC1=CN=C(OC2=CC=C(C=C2)C#N)C=C1;0.49;[1, 1];[32];[59];[];[71];197
CC[C@@H]1COC(=O)N1C1=NC(=CS1)C1=CC=C(Br)C=C1;N#C[Zn]C#N;CC[C@@H]1COC(=O)N1C1=NC(=CS1)C1=CC=C(C=C1)C#N;0.54;[0];[];[59];[61];[];198
BrC1=C(OCCNC(=O)OCC2=CC=CC=C2)C(OCCNC(=O)OCC2=CC=CC=C2)=C(I)C=C1;N#C[Zn]C#N;BrC1=C(OCCNC(=O)OCC2=CC=CC=C2)C(OCCNC(=O)OCC2=CC=CC=C2)=C(C=C1)C#N;0.61;[1, 1];[32];[59];[];[83, 71];199
BrC1=C(OCCNC(=O)OCC2=CC=CC=C2)C=C(I)C=C1;N#C[Zn]C#N;BrC1=C(OCCNC(=O)OCC2=CC=CC=C2)C=C(C=C1)C#N;0.75;[1, 1];[32];[59];[];[83, 71];200
OC1=CN=C(Cl)C(F)=C1;N#C[Zn]C#N;OC1=CN=C(C#N)C(F)=C1;0.67;[5, 1, 1];[];[59];[];[71];201
CC1=C(Br)C=CC(OC2=CC=C(C=O)C=N2)=C1;N#C[Zn]C#N;CC1=C(C=CC(OC2=NC=C(C=O)C=C2)=C1)C#N;0.58;[1];[32];[59];[61];[];202
CC1=NC(NC2=CC=C(Br)C=C2)=NC=C1C=O;N#C[Zn]C#N;CC1=NC(NC2=CC=C(C=C2)C#N)=NC=C1C=O;0.57;[1];[32];[59];[61];[];203
N#C[Zn]C#N;BrC1=CC=C(OC2=CC=CC=C2)N=C1;N#CC1=CN=C(OC2=CC=CC=C2)C=C1;0.8;[1];[32];[59];[67];[];204
NC1=C(N)C=C(Br)C(F)=C1;CC(C)(C)C[Zn]Br;CC(C)(C)CC1=C(F)C=C(N)C(N)=C1;0.28;[5];[];[59];[60];[];205
CC(C)S(=O)(=O)C1=NN(C)C=C1NC1=NC(NC2=CC(C)=C(C=C2OC2CC2)C2CCN(CC2)C(=O)C(F)(F)F)=NC=C1Br;N#C[Zn]C#N;CC(C)S(=O)(=O)C1=NN(C)C=C1NC1=NC(NC2=CC(C)=C(C=C2OC2CC2)C2CCN(CC2)C(=O)C(F)(F)F)=NC=C1C#N;0.73;[0];[];[59];[61];[];206
N#C[Zn]C#N;CN1CCN(CC1)C1CC2=C(SC3=C1C=C(Br)C=C3)C=CC=C2;CN1CCN(CC1)C1CC2=C(SC3=C1C=C(C=C3)C#N)C=CC=C2;0.95;[0];[];[59];[61];[];207
ClC1=CC(=CC2=CC=CN=C12)C(=O)C1=CN=CN=C1;N#C[Zn]C#N;O=C(C1=CN=CN=C1)C1=CC2=CC=CN=C2C(=C1)C#N;0.7;[0];[];[59];[61];[];208
[H][C@]1(CCC2=C1C=CC(Br)=C2)[C@](C)(C#N)C1=CC2=C(C=C1)C=C(C)C(=O)N2;N#C[Zn]C#N;[H][C@]1(CCC2=C1C=CC(=C2)C#N)[C@](C)(C#N)C1=CC2=C(C=C1)C=C(C)C(=O)N2;0.47;[0];[];[59];[61];[];209
N#C[Zn]C#N;CC(C)(C)OC(=O)NCCC1=CC=CC(Br)=C1;CC(C)(C)OC(=O)NCCC1=CC(=CC=C1)C#N;0.57;[0];[];[59];[61];[];210
CN(CC1=CC(=C(S1)S(=O)(=O)C1=CC(Br)=CC=C1)C1=C(F)N=CC=C1)C(=O)OC(C)(C)C;N#C[Zn]C#N;CN(CC1=CC(=C(S1)S(=O)(=O)C1=CC(=CC=C1)C#N)C1=C(F)N=CC=C1)C(=O)OC(C)(C)C;0.89;[0];[];[59];[61];[];211
CN(CC1=CC(=C(S1)S(=O)(=O)C1=CN=CC=C1)C1=C(Br)C=CC=C1)C(=O)OC(C)(C)C;N#C[Zn]C#N;CN(CC1=CC(=C(S1)S(=O)(=O)C1=CN=CC=C1)C1=C(C=CC=C1)C#N)C(=O)OC(C)(C)C;0.78;[0];[];[59];[61];[];212
CC1=NC(SC2=C(C)C=C(Br)C=C2)=CC=C1C=O;N#C[Zn]C#N;CC1=C(SC2=NC(C)=C(C=O)C=C2)C=CC(=C1)C#N;0.1;[1];[32];[59];[61];[];213
O[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC1CCC1)=C(OS(=O)(=O)C(F)(F)F)C=C4;N#C[Zn]C#N;O[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC1CCC1)=C(C=C4)C#N;0.83;[0];[];[59];[61];[];214
O[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC1CCC1)=C(OS(=O)(=O)C(F)(F)F)C=C4;N#C[Zn]C#N;O[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC1CCC1)=C(C=C4)C#N;0.83;[0];[];[59];[61];[];215
N#C[Zn]C#N;FC(F)(F)S(=O)(=O)OC1=CC2=C(C=C1)C(=O)CCC2;O=C1CCCC2=CC(=CC=C12)C#N;0.41;[0];[];[59];[61];[];216
N#C[Zn]C#N;FC(F)(F)S(=O)(=O)OC1=CC2=C(C=C1)C(=O)CCC2;O=C1CCCC2=CC(=CC=C12)C#N;0.41;[0];[];[59];[61];[];217
N#C[Zn]C#N;CC1=CC(Br)=NC=C1N(=O)=O;CC1=CC(=NC=C1N(=O)=O)C#N;0.82;[0];[];[59];[60];[73];218
CCC1=CC2=C(CC3=C2N(COCC[Si](C)(C)C)N=C3C2=CN=C(Cl)C=C2)C=C1OCOCC[Si](C)(C)C;N#C[Zn]C#N;CCC1=CC2=C(CC3=C2N(COCC[Si](C)(C)C)N=C3C2=CN=C(C=C2)C#N)C=C1OCOCC[Si](C)(C)C;0.985;[1];[32, 32];[59];[];[71];220
CC(C)C1=C(Cl)N(C)\C(S1)=N\S(=O)(=O)C1=CC(Cl)=CC=C1OS(=O)(=O)C(F)(F)F;N#C[Zn]C#N;CC(C)C1=C(Cl)N(C)\C(S1)=N\S(=O)(=O)C1=CC(=CC=C1C#N)C#N;0.6;[1];[32];[59];[61];[71];221
CN1C=C2C(C=CC(Br)=C2N(=O)=O)=N1;Br[Zn]C1CCCC1;CN1C=C2C(C=CC(C3CCCC3)=C2N(=O)=O)=N1;0.5;[7];[];[59];[60];[72];225
CN1C=C2C(C=CC(Br)=C2N(=O)=O)=N1;Br[Zn]C1CCCCC1;CN1C=C2C(C=CC(C3CCCCC3)=C2N(=O)=O)=N1;0.55;[7];[];[59];[60];[72];226
CN1C=C2C(C=CC(Br)=C2N(=O)=O)=N1;Br[Zn]CC1CCCCC1;CN1C=C2C(C=CC(CC3CCCCC3)=C2N(=O)=O)=N1;0.75;[7];[];[59];[60];[72];227
COC(=O)C1=CC(OS(=O)(=O)C(F)(F)F)=CC(OCC2=CC=CC=C2)=C1;CC(C)C[Zn]Br;COC(=O)C1=CC(CC(C)C)=CC(OCC2=CC=CC=C2)=C1;0.68;[0];[];[59];[60];[70];228
CC1=NC(OC2=C(F)C=C(Br)C=C2)=CC=C1C=O;N#C[Zn]C#N;CC1=C(C=O)C=CC(OC2=C(F)C=C(C=C2)C#N)=N1;0.52;[1];[32];[59];[61];[];229
CNC1=NC2=C(C=CC=N2)C(=NC1C1=CC=C(Br)S1)C1=CC=CS1;N#C[Zn]C#N;CNC1=NC2=C(C=CC=N2)C(=NC1C1=CC=C(S1)C#N)C1=CC=CS1;0.63;[1];[32];[59];[61];[];230
CN1CCC(C2=CC=C(Cl)C=C2)C2=C(C1)C=C(OS(=O)(=O)C(F)(F)F)C=C2;N#C[Zn]C#N;CN1CCC(C2=CC=C(Cl)C=C2)C2=C(C1)C=C(C=C2)C#N;0.38;[1];[32];[59];[61];[];232
FC(F)(F)C1=CC(=CN=C1Cl)N(=O)=O;N#C[Zn]C#N;FC(F)(F)C1=CC(=CN=C1C#N)N(=O)=O;0.4;[1];[32];[59];[61];[];233
CCOC(=O)C1=C(Br)C=CC(F)=C1;N#C[Zn]C#N;CCOC(=O)C1=C(C=CC(F)=C1)C#N;0.93;[1];[35];[59];[61];[];234
O[C@@]12CCC[C@@H]3OC4=C(OS(=O)(=O)C(F)(F)F)C=CC5=C4[C@]13CCN(CC1CC1)[C@@H]2C5;N#C[Zn]C#N;O[C@@]12CCC[C@@H]3OC4=C(C=CC5=C4[C@]13CCN(CC1CC1)[C@@H]2C5)C#N;0.95;[0];[];[59];[61];[];235
BrC1=CC2=C(C=C1)C(=O)C=C(O2)C(=O)NC1CCN(CC2=CC3=C(OCO3)C=C2)CC1;N#C[Zn]C#N;O=C(NC1CCN(CC2=CC3=C(OCO3)C=C2)CC1)C1=CC(=O)C2=C(O1)C=C(C=C2)C#N;0.17;[0];[];[59];[61];[];236
CC1=CN=C([Zn]Br)C=C1;FC(F)(F)C1=CC(=C(Br)C=C1)C(F)(F)F;CC1=CN=C(C=C1)C1=CC=C(C=C1C(F)(F)F)C(F)(F)F;0.16;[0];[];[59];[60];[];237
IC1=CC2=C(OC(COC3=CC=CC=C3)=C2)C=C1;N#C[Zn]C#N;N#CC1=CC2=C(OC(COC3=CC=CC=C3)=C2)C=C1;0.15;[0];[];[59];[62];[];238
C[Si](C)(C)C1=CC=C(NC2=C(Cl)C=CN=C2)C(F)=C1;N#C[Zn]C#N;C[Si](C)(C)C1=CC=C(NC2=C(C=CN=C2)C#N)C(F)=C1;0.97;[0];[];[59];[61];[];239
CC(C)(CC(=O)C(F)(F)F)C1=CC(Br)=CC2=C1OCC2;N#C[Zn]C#N;CC(C)(CC(=O)C(F)(F)F)C1=C2OCCC2=CC(=C1)C#N;0.6;[0];[];[59];[61];[];240
FC(F)(F)C(=O)OC1=C(C=CC=C1)C1CCCC1;N#C[Zn]C#N;N#CC1=C(C=CC=C1)C1CCCC1;0.993;[0];[];[59];[61];[];241
BrC1=C(OC2=CC=CC=C2)C=CC=C1;N#C[Zn]C#N;N#CC1=C(OC2=CC=CC=C2)C=CC=C1;0.878;[0];[];[59];[61];[];242
N#C[Zn]C#N;FC(F)(F)S(=O)(=O)OC1=CC=CC2=C1[C@]1(CC2)CCC2=C1C(=CC=C2)P(C1=CC=CC=C1)C1=CC=CC=C1;N#CC1=CC=CC2=C1[C@]1(CC2)CCC2=C1C(=CC=C2)P(C1=CC=CC=C1)C1=CC=CC=C1;0.88;[0];[];[59];[61];[];243
COC(=O)OC1=CC(=C(Br)C=C1C1CCCC1)N(=O)=O;N#C[Zn]C#N;OC1=CC(=C(C=C1C1CCCC1)C#N)N(=O)=O;0.58;[0];[];[59];[61];[];244
